contents,labels
祝 ： 苏哥 公主 升 大学 快乐 ， 苏哥 加油 再来一个,10
大鸟 倒 带 牛 逼 ， 恭喜 喜 千金,10
开心 好 ， 祝 家人 开心 快乐 ， 家庭 快快乐乐 ， 幸福美满 ...,6
茄子 : 歌声 甜美 ， 永远 乡长 最爱 女人,11
祝 闺女 小涵 涵 失恋 成功,7
【 V252 包厢 】 ： 恭祝 老爹 ， 丁财 兴旺 ， 福星高照 ， 五福临门 ！ 年 年 今日 ， 岁 岁 今朝 ， 福如东海 寿比南山 ！,10
祝 : 样品 团队 同仁 开心 幸福 ！,5
【 208 包房 包厢 】 祝 两 大于 总 ， 长兴 蒋总 生意兴隆 ， 天天开心 ：,2
猪 萱 儿 老弟 早日 脱单,7
帖 总 、 郎 总 话筒 交给 俩,5
祝粘哥 小 盼 嫂子 天天开心 、 幸福美满 祝 公司 事业 蒸蒸日上 ！ 天天 开单 ！ 0 风险 ！,2
王总 一行 莅临 咸宁 指导 工作 ， 祝 身体健康 ， 万事 胜意,2
【 K09999 包厢 】 ： 邓 公子 、 我爱你,3
【 111 包厢 】 ： 佳佳 ， 我爱你 ！,3
老板 生意兴隆 ， 财源滚滚,2
杨总牛 逼 ， 杨 总 万岁 友情 岁月 ， 撑,5
祝福 好 兄弟 ， 李宁 ， 开心 快乐 ， 永远 幸福 ， 生意 越来越 好 ， 越做越 大 。,4
星哥 ， 爱,3
【 208 包房 包厢 】 祝毛叔 生意兴隆 ， 天天 一柱擎天 ：,2
兄弟 唱 好 祝你们 越来越 好 钱 越来越,4
钟 老大 ， 喜欢 ！,3
赵金虎 喜欢,3
龙龙 爱 娜娜,3
爱 爱 ， 我要 ！ 停,3
小 胖胖 喜欢 呦,3
弯弯 璇 璇 永远 开心 幸福 闺蜜情 永存,4
祝 姑姑 生意兴隆 ， 永远 年轻漂亮 ， 幸福 满满 。,6
祝 两个 女儿 心想事成 。 工作 顺利 ， 万事如意,6
【 418 包厢 】 ： 祝 ： 赛 老板 提车 开心,10
辛苦 爸爸 ， 愿 身体健康 ， 天天开心,6
【 9903 包厢 】 ： 单总 生活 开心 ， 工作 顺利 ， 事业 再 上 一层楼 ！ 兰妹,5
祝愿 妹妹 党蓉 一生 幸福 平安 快乐 ， 天天 好 心情 ， 家人 身体健康 ， 事业 一路 顺达 。,6
祝 公司 老板 2020 年 开心 ， 身体健康 ， 万事如意 ！,2
祝 小可爱 年 年 喝 次 喝 嗨 。 友谊 长存 。 爱 呦 xinyao,4
爱 林琴,3
祝龙 尚品 ， 马辛子 ， 潘雪玲 ， 左璐璐 发财 ， 发财 ！ ！ ！,11
祝 隔壁 老王 生日快乐 ！ 事业 爱情 双丰收,9
兄弟 丁凯来 郴州 视察工作 ！,2
祝鸭哥 生活 事业 越来越 好 ， 祝 合作伙伴 朱 总 越来越,2
祝愿 K666 好 朋友 爱情 甜蜜 一切顺利 萌萌飒,4
诺诺 宝贝 我爱你,3
祝冲哥 添丁 发财 ， 阖家欢乐 ， 全家 身体健康 ， 生意兴隆,2
祝贺 各位朋友 兄弟姐妹 生体 健康 ， 入货 多多 ， 想 咪 咪 。,5
总 ， 袁总 ， 心情愉快 ， 身体健康,5
祝 领导 开心 快乐 步步高升,5
祝 前女友 。 越来越 丑 。 姨妈 一个月 ， 痛痛 一宿 。 噢 ！,11
亲爱 老婆 一辈子 不离 不弃,6
祝贺 各位朋友 兄弟姐妹 身体健康 ， 入货 多多 ， 想 咪 咪 。,5
祝 嫂嫂 永远 开心 快乐 ， 无忧无虑,6
祝 西港 全体同仁 业绩 飙升 ， 干 完 。 陈言,5
祝 李一然 分手 快乐 再也 遇不到 好 姑娘 人 洗衣服 没人 回家 没人 坐 副 驾,7
祝 女儿 干女儿 事业 妹 开开心心 ， 好 ， 爱,6
余生 ， 很 开心,3
祝福 小表妹 天天开心 ， 健健康康,6
祝 088 包厢 陈嘉 维和 宝贝 猪 久久 ！ 幸福 ！,3
祝鹏哥 喜得 千金 ， ， ，,10
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝福 : 妹妹 少萍 妹夫 坤祥 ， 新婚 快乐 ， 早生贵子 ， 白头偕老 ， 一生 幸福,9
【 包厢 】 ： 祝福 夏邑 老朋友 玩 开心 ， 开开心心 ！ ！ ！,8
最 亲爱 娟 单身 快乐 下 一个 会 更好,7
祝宏鹏 陶瓷 大家庭 事业 一切顺利 ！ 老子 牛 转盘 东北角,2
马涛 值得 拥有 偏爱 例外 男孩子 。 （ 杨迪留 ）,3
祝福 唯一 ， 问候 永恒 ， 思念 。 一生 相遇 ， 就算 再 伤痛 ，,3
往后 余生 ， 吃喝拉撒 都 陪 ！,3
姐 ， 姐夫 ， 乔姐 ， 明姐 ， 蒋总 婷婷 爱 ， 幸福 ， 挣 好多好多 钱 ， 身边 数不尽 美女 帅哥,6
【 a02 包厢 祝 老表 ， 心想事成 ， 日 赚 一个亿,4
往后 余生 ， 吃喝拉撒 都 陪 ！,3
8 月 超 ， 9 月 超 ， 10 月 超 ， 月 月 都 超 ！ 强 ， 强 ， 强 ， 都 强 ！ 祝 收入 都 万,5
水查 好 爱,3
祝 豹子 暗恋 小萍 二十年 ， 经厉 无数次 痛苦 相思 之苦 后 ， 金 宇宙 人 爱 …,3
最棒 兄弟 ， 最棒 老表 ！,4
唐 总 业务 繁忙,5
啸天 分手 快乐,7
方琪 中意,3
亲爱 幸福 友谊 万岁,4
祝熊 董事长 事业 兴旺发达,2
祝愿 傲凯 兄弟姐妹 ， 友谊 长存 ， 业绩 长虹 ， 步步高升,5
王梦茹 我爱你 谢谢 送 两个 小 仙童 【 C02 包厢 】 ：,3
周总祝 生意 越来越 红火 ， 祝 在场 朋友 2020 心想事成 万事如意,4
链家 唐镇 五店 ， 人人 开单 ， 兄弟姐妹 ， 努力 ， 行 ， 赢 ！,5
腾铭 领导 广西 ， 祝 广西 腾铭 越来越 好 ， 努力,2
祝张 漂亮 天天 新娘 夜夜 换 新郎,11
祝老曼 新婚 快乐 ， 永远 爱,9
爱,3
祝 ： 文山 跨越 公司 兄弟姐妹 ， 万事如意 ， 蒸蒸日上 ， 一家人 一条心 拼 赢 ！,2
永远 爱 。 宝贝,3
喜欢 ， 喜欢,3
祝福 挣大钱 祝福 仵彦龙 早日 成亲 早生贵子,11
祝好 兄弟 龙 天天开心 ！ 天天 快乐 ！ 手中 宝 ！ 发发 发发 发发 发发 发发 发发发,4
祝 兄弟姐妹 友谊 长存 ！ 爱 ！,4
【 C02 包厢 】 ： 李小兴 恭喜 科三 考试 成功,10
风吹日晒 ， 鄄城 天润府 付 老大 最帅 ！,5
祝 老板 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,5
祝德佑九腾 地产 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
祝 坐 一路 长虹 ， 越来越 好 ， 越做越 大 ， 加油 ， 奥利,5
今夜 星 光闪闪 ， 爱 心 满满,3
祝 ： 张 总 ， 李总 ， 刘总 ， 完事 顺心 。 小 刘敬上 ！ 铁别 陈 总 ！,5
海光 集团 刘总好,2
彪 总 十周年 纪念日 快乐,10
祝 亲爱 老公 幸 永远,6
祝 婷婷 美女 越长越 美丽 快乐,11
老公 我爱你,6
祝宏鹏 陶瓷 大家庭 事业 一切顺利 ！ 老子 牛 转盘 东北角 ！,5
祝 亲们 幸福,11
祝张 总 同学 开心 快乐 ， 发大财,1
天润府 团队 最 棒 ！ 爱,5
爱 一生不变,3
【 包厢 】 ： 祝 兄弟 国国 : 开开心心 、 快快乐乐 、 珍惜 当下 、 树欲静而风不止 ， 愿 万事如意 ， 心想事成 ！ ！ ！ 不醉 不 ！ ！ ！,4
… 喜欢 好久 做 女朋友 ？,3
我爱你 王 梦梦,3
祝 闺蜜 资产 亿 ， 单手 开 法拉利 ， 有情有义,4
君君 爱,3
感谢 深圳 华飞 通信 技术 集团公司 支持 ， 忠心 感谢 ！ 祝华飞 集团 生意兴隆 ！ 财源 广进 ！,2
爱 噢 老婆,6
祝 老板 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,5
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝 金城 水汇 大吉大利 源海 更上一层楼,5
高晓雅 新婚 快乐 ！ ！,9
祝 抗局 越长越 高 ， 早日 结婚,7
祝福 栋哥 均 哥 益寿延年,8
兄弟 开心 ， 牛塘 兄弟 开心 快乐,4
段 总 威武 ， 有目共睹 ！,5
感谢 ， 兄弟,4
【 VIP03 包厢 】 ： ILOVEYOU 。 脸脸,3
辰杰 、 我爱你 En,3
祝骏兴 车行 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,2
祝城云 建业 土石方 工程 有限公司 明天 会 更好 ！ 感谢 大 嶝 兄弟 支持 厚爱 ！,2
祝 两位 张 总 JJ 越来越 粗 ， 越来越 长 ！,5
祝 英斯 姐在 新 工作岗位 工作 顺利 、 桃李满天下 ！,5
祝城云 建业 土石方 工程 有限公司 明天 会 更好 ！ 感谢 大 嶝 兄弟 支持 厚爱 ！,2
【 K52 包厢 】 ： 森日 快乐 ， 永远 十八岁 ， 妹子 永远 日 不 完,0
恭喜 小两口 喜结良缘 ， 祝福 白头偕老 ， 心想事成 ， 如胶似漆 ， 一生 幸福美满 。,9
黄总牛 逼 ！ ！ ！,5
抗局 ， 早日 结婚 ， 早日 找到 收拾 人 ！ 放心 我会 收拾,7
兄弟 一生,4
通化 隆孚 团队 大卖,5
祝艾尼森 美容美发 一路 长虹,5
祝 陈大哥 阿玲 ， 百年好合,9
老同学 王佳宇 越来越 漂亮,1
祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
祝嘉豪 公司 ， 亚浪 公司 ， 呈 美斯 集团 ， 吉龙 公司 ， 建彬 大哥 ， 陈胜 兄弟 ， 林强 兄弟 玩 开心 快乐,2
相遇 ， 相爱 不易 ， 行且 珍惜,3
祝愿 榴园 房产 天逸 房产 业绩 长虹 ， 团队 壮大 ， 友谊 永恒,5
大三 租 越来越 好 ， 越做越 牛 逼 ！,5
【 v08 包厢 】 ： 祝 领导 ， 做 大 做 强 ， 再创 辉煌,2
铁子 长长 久久,3
祝 鸽子 家帅 锅 光荣 中国人民解放军空军 ！ ( * ^ ^ * ),10
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
很 迎来 新任 领导 ， 祝 营口 办 事业 处 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子,5
天门 ， 仙桃 ， 友谊 长存 ！,4
大 木桥 大 二组 ， 越做越 好 ， 越做越 牛 逼 ！,5
牛 万 鬼 老风龙 金华 乐 兄弟 开心 喝 开心,4
送给 慕尚 美业 所有人 ， 祝你们 身体健康 ！ 人 都 赚钱 ！ ！ ！ 太林哥 ！ ！ ！,5
祝周 总 家里 红旗 不倒 ， 外面 彩旗 飘飘 飘 ！,5
订婚 快乐,10
祝 男人 扶摇直上 顺风 顺水 永远 爱,3
遇见 最 美丽 事 ， 一路 陪伴 好 。 。 。 我爱你 。,3
邓军 我爱你 ， 生 小猴子,3
祝 中国 平安保险 公司 武清 部 吴光富 主任 组 ， 吴光美 老师 带领 下 ， 梁 兰兰 拜师 仪式 正式 。,2
祝 成功 上岸 ! 欧力,1
宝 想 呀呀 呀呀,3
乐哥求 劈 ， 弟兄 ， 一辈子 弟兄,4
祝 老婆 杨盼盼 ， 永远 年轻漂亮 ， 往后 余生 会 幸福 … …,6
【 209 包厢 】 ： 祝 ， 澄海 义乌 专线 邱总骚兄 生意兴隆 ！ 开心 快乐 ！ ！ ！ 盛辉 物流 贺 ！,2
牛 万 伦 鬼龙 金华 乐 老 黑 兄弟 玩 开心 喝 开心,4
刘总牛 逼,5
王帅 想 。,3
祝嘉豪 ， 吉龙 ， 呈 美斯 ， 亚浪 ， 瑞控 老板 ， 建彬 大哥 ， 陈胜 兄弟 ， 林强 兄弟 越来越 帅 开心 快乐,2
祝福 蒙城 巨星 生意 越来越 好 ， 祝福 王总 越来越 帅,5
祝福 冬哥 夜夜 新郎 夜夜 换 丈母娘,11
祝悦保 兄弟姐妹 ！ 做 快乐 ！ 达成 理想 目标 ！ ！ ！,5
祝宽 哥子 孝孙贤 代代 荣 ， 荣华富贵 年 年 ， 有钱有势 前程 ！ 祝 大哥 吃 不愁穿 不 愁 ， 不住 平方 住 高楼,8
女神 ， 好 好好 喜欢,3
祝梁超 兄弟 越来越 帅 b 克拉斯 。,4
祝钱 总 心想事成 ， 万事 顺心,5
厦工 机械 建水 交付 圆满成功 ！,10
厦工 机械 建水 交付 圆满成功 ！,10
祝 兄弟 情深似海 健健康康 平平安安 ， 健健康康 快快乐乐,4
【 V08 包厢 】 ： 祝福 ！ 政委 ！ 王鑫淼 ！ 百年好合 。,9
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
祝 单身 快乐 ， 唐擎,7
图图 爱红妹,3
【 03 包厢 】 ： 祝 老板 ， 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,5
教授 四平 地区 指导 全市 组织 ！,11
祝 兄弟 赵哥 小孔 弟田弟 生意兴隆,2
黎总 ： 健康 快乐 ！,5
祝 嫂子 越来越 年轻 ， 姐 ， 希望 天天 快乐,6
心语 .......... 祝福 新娘 快乐,9
心语 .......... 祝福 新娘 快乐,9
未来 遥远 成长 路上 相逢 永远 朋友 祝 两个 美女 开心 好,4
祝坤坤 箐 箐 7 周年 快乐 。 7 年 不痒 ， 9 年 永恒,10
家庭幸福 ， 万事如意,8
祝福 兄弟 四人 ， 虎 ， 盼 ， 勇 ， 策 前程似锦 ， 永远 长虹 !,5
叶子 谢谢 陪 10 几年 辛苦 希望 天天开心 宝贝 小 叶子,3
白田甜 ， 喜欢,3
亲爱 我爱你,3
【 302 包厢 】 ： 祝 老板 ， 身体健康 ， 生意兴隆 ， 财源滚滚 。 事业 事事 ， 打牌 场场 蠃 ！,2
吴总 ， 歌声 深深 迷住 ， 我要 生 猴子,3
王总王 总 最帅 最 牛 逼 最强,5
祝孙 总玩 开心玩 尽兴,5
媳妇 我爱你,3
祝福 小表妹 健康 快乐,6
丁雨峰 永远 爱黄 小妹,3
王总 全 天下 最帅 男人,5
祝 闺蜜 资产 亿,4
【 3222 包厢 】 ： 周总 ， 郝总 今晚 快乐,5
时光 不老 ， 不 散 ！ 感谢 年华 遇见 ， 多年 后 如今 。 友谊 长存 ！,1
祝 创泽 传媒 生意 蒸蒸日上 ， 红红火火 ， 一帆风顺 ， 做 大 做 强 再创 辉煌 ！,2
陈晨 大美女 ， 祝 ： 一夜 暴富 、 暴瘦 、 暴美 ！ 年 年 18 岁 ----------,0
友谊 久久,4
炮四 ， 炮仲 ！ 好 兄弟 ！ 愿 好好,4
祝莫 小妞 年 年 十八 暴富 爆美,0
淡淡的 友情 很 真 ， 淡淡 问候 很纯 ， 淡淡的 祝福 最真 ， 祝 兄弟 事业 蒸蒸日上 、 身体健康,2
歆 永远 开心 永远快乐 财源滚滚,11
亲爱 我爱你,3
小明 想,3
恭祝 艾米 大组 ^ _ ^ 恭祝 狼大组 ^ _ ^ 恭祝 JJ 大组 ^ _ ^ 全体同仁 干 完,10
张梦琰 ， 不想 处于 等待 之中 ， 想要 勇气 走来 。 只想 一生 跟你走 真的 爱上你,3
我爱你 朱,3
【 888 包厢 】 ： 祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
我爱你 范存 锦,3
YOYO 一个 大哈比 ， 公司 里 最哈比,5
祝程 总魏 总 夜夜 新郎 ！ ！ ！ ！,5
祝包 总 鸡巴 越来越 粗 ， 越来越 长,5
昆山 代表团 ， 喝 好 好 。,2
祝 工作 蒸蒸日上,5
壳牌 加油站 世界 500 强 ， 祝 常德 蒸蒸日上,2
老婆 ， 我爱你,6
高羽菲 … … 人生 幸运,3
希望 往后 随愿,11
祝 领克 智能 红红火火 。 大火 温州 ， 大卖 温州,2
希望 闺蜜 资产 亿 ， 幸福美满 天天开心 …,4
最爱王 总和 陈总,5
分手 后 快乐,7
祝王 总 山东 睿 恩 蒸蒸日上 ， 财运亨通,2
祝 ； 亲爱 敬爱 总 ： 夜夜 笙歌 夜夜 新郎 夜夜 醉,5
想要 谈个 甜甜的 恋爱 ！ 单身 小 哥哥 ？,7
祝福 蔡 嫂嫂 永远 年轻 ， 漂亮 ， 青春永驻 ！ ！ ！,6
感谢 遇见,3
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
济南 李总 泰安 李总 梁山 酒神 降临 淄博,2
【 210 包厢 】 ： 川哥 新婚 快乐,9
周捷 ， ， ， 我爱你,3
磊哥 早日 脱单,7
祝 曹 总 事业 顺心 心,5
想,3
想,3
祝 东哥 分手 快乐 顺风 顺水 女人,7
一路 走来 ， 风雨同路 ， 愿 毕业 快乐 ， 友谊 长存 。,1
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝赖 文祥 舅舅 越来越 年轻 ， 越来越 帅 ！,6
祝藏 总王 总浪 总 财源 广进 ， 天天 好 心情 。,5
孔维娜 我爱你 风 走 千万里 从不 问 归期,3
祝 ： 广告行业 兄弟 一帆风顺 ！ 大吉大利 ， 百无禁忌 ！,5
祝 业绩 达标 ， 事事如意 ， 奋斗 ， 兄弟 同心 ， 其利断金 ！ 祝福 ！,5
祝黄 陈 青岛 东易 日盛 第四 项目部,5
【 A21 包厢 】 ： 祝 老板 ， 生意兴隆 ， 一本万利 ， 飞黄腾达 ， 好事 ， 财源滚滚 ！,2
祝王 主任 张 副 主任 ， 百年好合 ， 再 生贵子 ， 永远 开心 ， 永远快乐,9
恭喜 小两口 喜结良缘 ， 祝福 白头偕老 ， 心想事成 ， 如胶似漆 ， 一生 幸福美满 。,9
祝 陈景 新 新婚 快乐 ， 百年好合 ， 早生贵子,9
祝 叔 ， 婶 好好 ， 平平淡淡 一生 ， 一生 走,6
【 钻石 1 包厢 】 ： 美女 爱 哒,3
亲爱 兄弟姐妹 ， 珍惜 每次 时光 ， 祝你们 永远 开心 快乐,5
有没有 小姐姐 加个 微信 15994996413,11
| 温柔,3
| 温柔,3
祝 陈景 新 新婚 快乐 ， 百年好合 ， 早生贵子,9
祝斌哥 事业 一路 长虹 ， 蒸蒸日上 ， 开开心心 ， 没 忧愁 …,2
姜总牛 逼 克拉斯,5
【 K03 包厢 】 ： 我爱你 皮皮,3
龙哥 单身 快乐,7
祝 戴 总 生意兴隆,2
二 傻 爱 哒,3
媳妇 太 可爱,6
祝 老公 永远 开心,6
祝苏 喜祥 ， 冯双 新婚 快乐,9
祝胡 总 开心 快乐,5
王飞 中意,3
祝 ： 张大 保 生意 新隆 财源滚滚,2
祝愿 大哥 大嫂 和和美美 ， 白头偕老 ！,6
曼妮 宝宝 ， 好 爱 ， 好 爱好 爱 ， 希望 长长 久久 ， 尽我所能 ， 爱 ， 人间 无趣 ， 却 ， 不远万里 ， 往后 余生 ， 万般 皆 ！,3
祝福 尕 猫 海车 喜结连理 百年好合 早生贵子,9
祝福 尕 猫 海车 喜结连理 百年好合 早生贵子,9
新年快乐,10
再见 卑微 爱情 老子 再也 不当 舔 狗,7
良总祝 身体健康,5
良总祝 身体健康,5
恭喜 小两口 喜结良缘 ， 祝福 白头偕老 ， 心想事成 ， 如胶似漆 ， 一生 幸福美满 。,9
祝达 娃卓玛 小姐姐 永远 开心 快乐 ， 天天 有人 爱 ， 天天 有钱 花,11
心爱 老公 先巴 ： 事业有成 ， 万事 顺心 ， 数钱数 到手 抽筋 我爱你,6
祝 喜 贵子 ， 祝 资产 亿 ， 祝 夫妻感情 幸福美满,6
何超 ， 祝 早日 走出 失恋 痛苦 ， 祝 生意兴隆,7
永远 爱着 曦 狗子 熙狗儿 哒,3
何超 兄弟 ， 祝 早日 走出 失恋 世界 。,7
感情 想得 完美 ， 完美 卑微 结束 。 每次 喝醉 哭 才 晓得 人间 不 值得 。,7
超别 陪 单身 唱个 单身 滴歌 下 一首,7
今日 过后 便是 重生 ， 祝 失恋 三 兄弟 获 重生,7
失恋 算个 ？ 轻轻 ， 走 ， 千万别 后悔 ， 挥手 ， 会 发现 ， 等不及 意中人,7
感情 想 美好 ， 至今 完美 卑微 结束 。 喝醉 才能 倾诉 衷肠 ， 哭 才能 感觉 都 好 。,7
祝梁 总 陆 总 第一天 。 玩得 开心 点 再次 祝 梁 总 生意 红红火火,2
一花 世界 ， 一叶 追寻 ， 一曲 一场 叹 ， 一生 一人 。 三生 烟火 ， 换 一世 迷离 。,3
骑 白马 未必 王子 ， 唐僧 。 带 翅膀 未必 天使 ， 鸟 人 。 失恋 未必 痛苦,7
【 223 包厢 】 ： 刘 loveyou,3
【 223 包厢 】 ： 刘 Loveyou .,3
【 12 包厢 】 ： 祝 老板 ， 生意兴隆 ， 一本万利 ， 飞黄腾达 ， 好事 ， 财源滚滚 ！,2
友谊 长存 姊妹,4
大雾 四起 ， 无人 处爱,3
祝 英德 兄弟姐妹 ， 身体健康 ， 天天开心,5
"【 包厢 】 ： 记住 记住 , 忘记 忘记 , 改变 改变 , 接受 改变 . 祝 日子 过得 潇洒 ， 自由 ， 快乐 ， 开心 。",11
祝林 焓 镔 考上 莆田 学院 ！,10
祝林 焓 镔 考上 莆田 学院 ！,10
祝贺 梁大燕 喜提 女司机 证 。,10
祝 开开心心 雁南飞 共建 连理 ！,9
亲爱 ， 王红芝 ， 我愿用 这辈子 去 爱,3
感谢 马 总 带给 天 再 借 五百年,5
同事 团建,5
祝罗少 金榜提名 没 毛病,10
祝 刘 张建 金榜题名,10
祝 天天开心 ， 快快乐乐 ， 万事如意 ， 大顺 大 财大 吉祥 ， 爱,11
祝 杨 老师 ， 昆仑 子校 765 同学 ， 身体健康 ， 万事如意 。,1
祝 杨 老师 ， 昆仑 子校 765 同学 ， 身体健康 ， 万事如意 。,1
祝一林 嫁给 爱情 ！ 收获 永恒 ！ 一生 幸福 ！,9
HappybirthdaytoTinamayallwishessoon,0
祝 事业 长虹 ， 业绩 翻番 ， 荷包 满满 ， 未来 都 上 想要 日子 ！,5
祝 天天开心 快快乐乐 开心 快乐,11
祝林 焓 镔 考上 莆田 学院 ！ ！,10
爱 生活 爱 廖雅莹,3
爱 。 刘二蛋子,3
【 107 包厢 】 ： 爱 木子李,3
祝 美赞臣 姐妹 ， 合家幸福 ， 生意 节节 高 ， 相亲相爱 一家人 ！,5
【 C10 包厢 】 ： 爱 莫金凤,3
单身 狗 。,7
祝 小两口 ， 新婚 快乐 ， 百年好合 ， 早生贵子 ！ 幸福 ， 幸福 ！ 嫩 都 可会 ...,9
多想 抱抱,3
祝桑狗 科目 成功 ！ ！ ！,10
祝 286 兄弟 一路 长虹,5
恭喜 凌雨琪 考上 湖南 工业 大学,10
【 C10 包厢 】 ： 喜欢 莫金凤,3
贵哥 shab,11
小伍 傻 逼,11
王涵 会 爱杰个,3
王涵 会 爱杰哥,3
肥仔祝 老 革命 老如松柏 ， 万事如意 ， 生活美满 。,8
小 李吃 几把,11
孙杰会 爱涵 宝,3
一份 努力 ， 一份 收获 ， 毕业 快乐 ， 前程似锦 。,1
【 221 包厢 】 ： 祝胡 总 天天开心 美丽 漂亮,5
宏伟 幸福,11
祝福 白头偕老 ， 心想事成 ， 如胶似漆 ， 一生 幸福美满 。,10
祝 ： 殷西敏 女士 天天 貌美如花 ！,11
毕业 快乐 ， 祝 未来 安好 ！,1
老婆 爱 哒,6
今日 ， 更好 相遇 ， 毕业 快乐 ， 前程似锦 。,1
